,words,true_label,predicted_lable
89589,meal,NOUN,NOUN
89590,ticket,NOUN,NOUN
89591,away,ADV,ADV
89592,from,ADP,ADP
89593,me,PRON,PRON
89594,!,.,.
89595,!,.,.
89596,The,DET,DET
89597,newcomer,NOUN,NOUN
89598,stalked,VERB,NOUN
89599,toward,ADP,ADP
89600,them,PRON,PRON
89601,",",.,.
89602,and,CONJ,CONJ
89603,Kitty,NOUN,NOUN
89604,shied,VERB,ADV
89605,back,ADV,ADV
89606,",",.,.
89607,her,DET,DET
89608,hand,NOUN,NOUN
89609,to,ADP,ADP
89610,her,DET,DET
89611,mouth,NOUN,NOUN
89612,.,.,.
89613,Her,DET,DET
89614,scream,NOUN,VERB
89615,split,VERB,VERB
89616,up,PRT,ADP
89617,the,DET,DET
89618,silence,NOUN,NOUN
89619,of,ADP,ADP
89620,the,DET,DET
89621,car,NOUN,NOUN
89622,",",.,.
89623,accompanied,VERB,VERB
89624,by,ADP,ADP
89625,the,DET,DET
89626,rattling,VERB,NOUN
89627,of,ADP,ADP
89628,the,DET,DET
89629,freight,NOUN,NOUN
89630,",",.,.
89631,and,CONJ,CONJ
89632,then,ADV,ADV
89633,Cappy,NOUN,NOUN
89634,came,VERB,VERB
89635,off,ADP,ADP
89636,the,DET,DET
89637,floor,NOUN,NOUN
89638,",",.,.
89639,his,DET,DET
89640,legs,NOUN,NOUN
89641,driving,VERB,VERB
89642,him,PRON,PRON
89643,hard,ADV,ADJ
89644,.,.,.
89645,The,DET,DET
89646,kid,NOUN,NOUN
89647,hit,VERB,VERB
89648,the,DET,DET
89649,bigger,ADJ,ADJ
89650,man,NOUN,NOUN
89651,with,ADP,ADP
89652,an,DET,DET
89653,audible,ADJ,ADJ
89654,thwump,NOUN,NOUN
89655,!,.,.
89656,!,.,.
89657,And,CONJ,CONJ
89658,carried,VERB,VERB
89659,him,PRON,PRON
89660,backward,ADV,ADV
89661,in,ADP,ADP
89662,a,DET,DET
89663,footballer's,NOUN,NOUN
89664,tackle,NOUN,NOUN
89665,.,.,.
89666,They,PRON,PRON
89667,went,VERB,VERB
89668,down,PRT,PRT
89669,in,ADP,ADP
89670,a,DET,DET
89671,heap,NOUN,NOUN
89672,and,CONJ,CONJ
89673,for,ADP,ADP
89674,a,DET,DET
89675,long,ADJ,ADJ
89676,minute,NOUN,NOUN
89677,there,PRT,PRT
89678,was,VERB,VERB
89679,nothing,NOUN,NOUN
89680,to,PRT,PRT
89681,see,VERB,VERB
89682,but,ADP,CONJ
89683,flailing,VERB,ADJ
89684,arms,NOUN,NOUN
89685,and,CONJ,CONJ
89686,legs,NOUN,NOUN
89687,.,.,.
89688,The,DET,DET
89689,kid,NOUN,NOUN
89690,showed,VERB,VERB
89691,for,ADP,ADP
89692,an,DET,DET
89693,instant,NOUN,NOUN
89694,",",.,.
89695,and,CONJ,CONJ
89696,his,DET,DET
89697,arm,NOUN,NOUN
89698,was,VERB,VERB
89699,cocked,VERB,VERB
89700,back,ADV,ADV
89701,.,.,.
89702,The,DET,DET
89703,fist,NOUN,NOUN
89704,went,VERB,VERB
89705,down,PRT,PRT
89706,into,ADP,ADP
89707,the,DET,DET
89708,pile,NOUN,NOUN
89709,of,ADP,ADP
89710,flesh,NOUN,NOUN
89711,",",.,.
89712,and,CONJ,CONJ
89713,Ernie,NOUN,NOUN
89714,heard,VERB,VERB
89715,the,DET,DET
89716,bigger,ADJ,ADJ
89717,man's,NOUN,NOUN
89718,deeper,ADJ,ADJ
89719,voice,NOUN,NOUN
89720,go,VERB,VERB
89721,",",.,.
89722,``,.,.
89723,Aaawww,PRT,NOUN
89724,'',.,.
89725,!,.,.
89726,!,.,.
89727,Then,ADV,ADV
89728,they,PRON,PRON
89729,were,VERB,VERB
89730,tumbling,VERB,VERB
89731,again,ADV,ADV
89732,",",.,.
89733,and,CONJ,CONJ
89734,the,DET,DET
89735,big,ADJ,ADJ
89736,man,NOUN,NOUN
89737,reached,VERB,VERB
89738,into,ADP,ADP
89739,the,DET,DET
89740,same,ADJ,ADJ
89741,pocket,NOUN,NOUN
89742,he,PRON,PRON
89743,had,VERB,VERB
89744,gone,VERB,VERB
89745,for,ADP,ADP
89746,earlier,ADV,ADV
89747,",",.,.
89748,and,CONJ,CONJ
89749,came,VERB,VERB
89750,up,PRT,PRT
89751,with,ADP,ADP
89752,a,DET,DET
89753,vicious,ADJ,ADJ
89754,switchblade,NOUN,NOUN
89755,.,.,.
89756,He,PRON,PRON
89757,held,VERB,VERB
89758,the,DET,DET
89759,knife,NOUN,NOUN
89760,aloft,ADV,ADV
89761,an,DET,DET
89762,instant,NOUN,NOUN
89763,--,.,.
89764,an,DET,DET
89765,instant,NOUN,NOUN
89766,enough,ADJ,ADJ
89767,to,PRT,PRT
89768,press,VERB,VERB
89769,the,DET,DET
89770,stud,NOUN,NOUN
89771,.,.,.
89772,The,DET,DET
89773,blade,NOUN,NOUN
89774,came,VERB,VERB
89775,out,PRT,PRT
89776,with,ADP,ADP
89777,a,DET,DET
89778,snick,NOUN,NOUN
89779,!,.,.
89780,!,.,.
89781,He,PRON,PRON
89782,fisted,VERB,VERB
89783,the,DET,DET
89784,knife,NOUN,NOUN
89785,overhand,ADV,NOUN
89786,",",.,.
89787,and,CONJ,CONJ
89788,drew,VERB,VERB
89789,back,ADV,ADV
89790,to,PRT,ADP
89791,plunge,VERB,VERB
89792,it,PRON,PRON
89793,into,ADP,ADP
89794,the,DET,DET
89795,kid's,NOUN,NOUN
89796,throat,NOUN,NOUN
89797,.,.,.
89798,Kitty,NOUN,NOUN
89799,screamed,VERB,VERB
89800,insanely,ADV,NOUN
89801,and,CONJ,CONJ
89802,her,DET,DET
89803,face,NOUN,NOUN
89804,was,VERB,VERB
89805,white,ADJ,ADJ
89806,.,.,.
89807,She,PRON,PRON
89808,grabbed,VERB,VERB
89809,at,ADP,ADP
89810,Feathertop's,NOUN,ADJ
89811,sleeve,NOUN,NOUN
89812,and,CONJ,CONJ
89813,shrieked,VERB,VERB
89814,",",.,.
89815,``,.,.
89816,Help,VERB,VERB
89817,him,PRON,PRON
89818,!,.,.
89819,!,.,.
89820,Help,VERB,VERB
89821,him,PRON,PRON
89822,!,.,.
89823,!,.,.
89824,Do,VERB,VERB
89825,something,NOUN,NOUN
89826,'',.,.
89827,!,.,.
89828,!,.,.
89829,They,PRON,PRON
89830,neither,CONJ,CONJ
89831,liked,VERB,VERB
89832,nor,CONJ,CONJ
89833,disliked,VERB,VERB
89834,the,DET,DET
89835,Old,ADJ,ADJ
89836,Man,NOUN,NOUN
89837,.,.,.
89838,To,ADP,ADP
89839,them,PRON,PRON
89840,he,PRON,PRON
89841,could,VERB,VERB
89842,have,VERB,VERB
89843,been,VERB,VERB
89844,the,DET,DET
89845,broken,VERB,VERB
89846,bell,NOUN,NOUN
89847,in,ADP,ADP
89848,the,DET,DET
89849,church,NOUN,NOUN
89850,tower,NOUN,NOUN
89851,which,DET,DET
89852,rang,VERB,NOUN
89853,before,ADP,ADP
89854,and,CONJ,CONJ
89855,after,ADP,ADP
89856,Mass,NOUN,NOUN
89857,",",.,.
89858,and,CONJ,CONJ
89859,at,ADP,ADP
89860,noon,NOUN,NOUN
89861,",",.,.
89862,and,CONJ,CONJ
89863,at,ADP,ADP
89864,six,NUM,NUM
89865,each,DET,DET
89866,evening,NOUN,NOUN
89867,--,.,.
89868,its,DET,DET
89869,tone,NOUN,NOUN
89870,",",.,.
89871,repetitive,ADJ,NOUN
89872,",",.,.
89873,monotonous,ADJ,ADJ
89874,",",.,.
89875,never,ADV,ADV
89876,breaking,VERB,VERB
89877,the,DET,DET
89878,boredom,NOUN,NOUN
89879,of,ADP,ADP
89880,the,DET,DET
89881,streets,NOUN,NOUN
89882,.,.,.
89883,The,DET,DET
89884,Old,ADJ,ADJ
89885,Man,NOUN,NOUN
89886,was,VERB,VERB
89887,unimportant,ADJ,ADJ
89888,.,.,.
89889,Yet,ADV,CONJ
89890,if,ADP,ADP
89891,he,PRON,PRON
89892,were,VERB,VERB
89893,not,ADV,ADV
89894,there,ADV,ADV
89895,",",.,.
89896,they,PRON,PRON
89897,would,VERB,VERB
89898,have,VERB,VERB
89899,missed,VERB,VERB
89900,him,PRON,PRON
89901,",",.,.
89902,as,ADP,ADP
89903,they,PRON,PRON
89904,would,VERB,VERB
89905,have,VERB,VERB
89906,missed,VERB,VERB
89907,the,DET,DET
89908,sounds,NOUN,NOUN
89909,of,ADP,ADP
89910,bees,NOUN,NOUN
89911,buzzing,VERB,VERB
89912,against,ADP,ADP
89913,the,DET,DET
89914,screen,NOUN,NOUN
89915,door,NOUN,NOUN
89916,in,ADP,ADP
89917,early,ADJ,ADJ
89918,June,NOUN,NOUN
89919,;,.,.
89920,;,.,.
89921,or,CONJ,CONJ
89922,the,DET,DET
89923,smell,NOUN,NOUN
89924,of,ADP,ADP
89925,thick,ADJ,ADJ
89926,tomato,NOUN,NOUN
89927,paste,NOUN,NOUN
89928,--,.,.
89929,the,DET,DET
89930,ripe,ADJ,ADJ
89931,smell,NOUN,NOUN
89932,that,PRON,PRON
89933,was,VERB,VERB
89934,both,DET,DET
89935,sweet,ADJ,ADJ
89936,and,CONJ,CONJ
89937,sour,ADJ,NOUN
89938,--,.,.
89939,rising,VERB,VERB
89940,up,PRT,PRT
89941,from,ADP,ADP
89942,aluminum,NOUN,NOUN
89943,trays,NOUN,NOUN
89944,wrapped,VERB,VERB
89945,in,ADP,ADP
89946,fly-dotted,ADJ,NOUN
89947,cheesecloth,NOUN,NOUN
89948,.,.,.
89949,Or,CONJ,CONJ
89950,the,DET,DET
89951,surging,VERB,VERB
89952,whirling,VERB,VERB
89953,sounds,NOUN,NOUN
89954,of,ADP,ADP
89955,bats,NOUN,NOUN
89956,at,ADP,ADP
89957,night,NOUN,NOUN
89958,",",.,.
89959,when,ADV,ADV
89960,their,DET,DET
89961,black,ADJ,ADJ
89962,bodies,NOUN,NOUN
89963,dived,VERB,VERB
89964,into,ADP,ADP
89965,the,DET,DET
89966,blackness,NOUN,NOUN
89967,above,ADP,ADP
89968,and,CONJ,CONJ
89969,below,ADP,ADP
89970,the,DET,DET
89971,amber,ADJ,NOUN
89972,street,NOUN,NOUN
89973,lights,NOUN,NOUN
89974,.,.,.
89975,Or,CONJ,CONJ
89976,the,DET,DET
89977,bay,NOUN,NOUN
89978,of,ADP,ADP
89979,female,NOUN,ADJ
89980,dogs,NOUN,NOUN
89981,in,ADP,ADP
89982,heat,NOUN,NOUN
89983,.,.,.
89984,They,PRON,PRON
89985,never,ADV,ADV
89986,called,VERB,VERB
89987,him,PRON,PRON
89988,by,ADP,ADP
89989,name,NOUN,NOUN
89990,",",.,.
89991,although,ADP,ADP
89992,he,PRON,PRON
89993,had,VERB,VERB
89994,one,NOUN,NUM
89995,.,.,.
89996,Filippo,NOUN,NOUN
89997,Rossi,NOUN,NOUN
89998,",",.,.
89999,that's,PRT,PRT
90000,what,DET,DET
90001,he,PRON,PRON
90002,was,VERB,VERB
90003,called,VERB,VERB
90004,in,ADP,ADP
90005,the,DET,DET
90006,old,ADJ,ADJ
90007,country,NOUN,NOUN
90008,;,.,.
90009,;,.,.
90010,but,CONJ,CONJ
90011,here,ADV,ADV
90012,he,PRON,PRON
90013,was,VERB,VERB
90014,just,ADV,ADV
90015,Signore,NOUN,ADJ
90016,or,CONJ,CONJ
90017,the,DET,DET
90018,Old,ADJ,ADJ
90019,Man,NOUN,NOUN
90020,.,.,.
90021,But,CONJ,CONJ
90022,this,DET,DET
90023,was,VERB,VERB
90024,not,ADV,ADV
90025,unusual,ADJ,ADJ
90026,",",.,.
90027,because,ADP,ADP
90028,youth,NOUN,NOUN
90029,in,ADP,ADP
90030,these,DET,DET
90031,quarters,NOUN,NOUN
90032,was,VERB,VERB
90033,always,ADV,ADV
90034,pushed,VERB,VERB
90035,at,ADP,ADP
90036,a,DET,DET
90037,distance,NOUN,NOUN
90038,from,ADP,ADP
90039,its,DET,DET
90040,elders,NOUN,NOUN
90041,.,.,.
90042,Youth,NOUN,NOUN
90043,obeyed,VERB,VERB
90044,when,ADV,ADV
90045,commanded,VERB,VERB
90046,.,.,.
90047,It,PRON,PRON
90048,went,VERB,VERB
90049,to,ADP,ADP
90050,church,NOUN,NOUN
90051,on,ADP,ADP
90052,Sunday,NOUN,NOUN
90053,and,CONJ,CONJ
90054,one,NUM,NUM
90055,Saturday,NOUN,NOUN
90056,a,DET,DET
90057,month,NOUN,NOUN
90058,went,VERB,VERB
90059,to,ADP,ADP
90060,confession,NOUN,NOUN
90061,.,.,.
90062,But,CONJ,CONJ
90063,youth,NOUN,NOUN
90064,asked,VERB,VERB
90065,nothing,NOUN,NOUN
90066,of,ADP,ADP
90067,its,DET,DET
90068,parents,NOUN,NOUN
90069,--,.,.
90070,not,ADV,ADV
90071,a,DET,DET
90072,touch,NOUN,NOUN
90073,of,ADP,ADP
90074,the,DET,DET
90075,hand,NOUN,NOUN
90076,or,CONJ,CONJ
90077,a,DET,DET
90078,kiss,NOUN,NOUN
90079,given,VERB,VERB
90080,in,ADP,ADP
90081,passing,VERB,NOUN
90082,.,.,.
90083,The,DET,DET
90084,only,ADJ,ADJ
90085,thing,NOUN,NOUN
90086,unusual,ADJ,ADJ
90087,about,ADP,ADP
90088,the,DET,DET
90089,Old,ADJ,ADJ
90090,Man,NOUN,NOUN
90091,had,VERB,VERB
90092,long,ADJ,ADV
90093,since,ADV,ADP
90094,happened,VERB,VERB
90095,.,.,.
90096,But,CONJ,CONJ
90097,the,DET,DET
90098,past,NOUN,NOUN
90099,was,VERB,VERB
90100,dead,ADJ,ADJ
90101,here,ADV,ADV
90102,as,ADP,ADP
90103,the,DET,DET
90104,present,ADJ,NOUN
90105,was,VERB,VERB
90106,dead,ADJ,ADJ
90107,.,.,.
90108,Once,ADP,ADP
90109,the,DET,DET
90110,Old,ADJ,ADJ
90111,Man,NOUN,NOUN
90112,had,VERB,VERB
90113,had,VERB,VERB
90114,a,DET,DET
90115,wife,NOUN,NOUN
90116,.,.,.
90117,And,CONJ,CONJ
90118,once,ADP,ADP
90119,she,PRON,PRON
90120,",",.,.
90121,too,ADV,ADV
90122,",",.,.
90123,ignored,VERB,VERB
90124,him,PRON,PRON
90125,.,.,.
90126,With,ADP,ADP
90127,a,DET,DET
90128,tiny,ADJ,ADJ
90129,fur-piece,NOUN,NOUN
90130,wrapped,VERB,VERB
90131,around,ADP,ADP
90132,her,DET,DET
90133,shoulders,NOUN,NOUN
90134,",",.,.
90135,she,PRON,PRON
90136,wiggled,VERB,VERB
90137,her,DET,DET
90138,satin-covered,ADJ,NOUN
90139,buttocks,NOUN,NOUN
90140,down,ADP,ADP
90141,the,DET,DET
90142,street,NOUN,NOUN
90143,before,ADP,ADP
90144,him,PRON,PRON
90145,and,CONJ,CONJ
90146,didn't,VERB,VERB
90147,stop,VERB,VERB
90148,.,.,.
90149,In,ADP,ADP
90150,one,NUM,NUM
90151,hand,NOUN,NOUN
90152,she,PRON,PRON
90153,clutched,VERB,VERB
90154,a,DET,DET
90155,hundred,NUM,NUM
90156,dollar,NOUN,NOUN
90157,bill,NOUN,NOUN
90158,and,CONJ,CONJ
90159,in,ADP,ADP
90160,the,DET,DET
90161,other,ADJ,ADJ
90162,a,DET,DET
90163,straw,NOUN,NOUN
90164,suitcase,NOUN,NOUN
90165,.,.,.
90166,The,DET,DET
90167,way,NOUN,NOUN
90168,she,PRON,PRON
90169,strutted,VERB,VERB
90170,down,ADP,ADP
90171,the,DET,DET
90172,street,NOUN,NOUN
90173,",",.,.
90174,the,DET,DET
90175,Old,ADJ,ADJ
90176,Man,NOUN,NOUN
90177,would,VERB,VERB
90178,have,VERB,VERB
90179,been,VERB,VERB
90180,blind,ADJ,ADJ
90181,not,ADV,ADV
90182,to,PRT,PRT
90183,have,VERB,VERB
90184,noticed,VERB,VERB
90185,both,DET,DET
90186,.,.,.
90187,Without,ADP,ADP
90188,looking,VERB,VERB
90189,at,ADP,ADP
90190,him,PRON,PRON
90191,",",.,.
90192,without,ADP,ADP
90193,looking,VERB,VERB
90194,at,ADP,ADP
90195,anything,NOUN,NOUN
90196,except,ADP,ADP
90197,Drexel,NOUN,NOUN
90198,Street,NOUN,NOUN
90199,directly,ADV,ADV
90200,in,ADP,ADP
90201,front,NOUN,NOUN
90202,of,ADP,ADP
90203,her,PRON,PRON
90204,",",.,.
90205,she,PRON,PRON
90206,climbed,VERB,VERB
90207,up,PRT,PRT
90208,into,ADP,ADP
90209,one,NUM,NUM
90210,of,ADP,ADP
90211,those,DET,DET
90212,orange,ADJ,ADJ
90213,streetcars,NOUN,NOUN
90214,",",.,.
90215,rode,VERB,VERB
90216,away,ADV,ADV
90217,in,ADP,ADP
90218,it,PRON,PRON
90219,",",.,.
90220,and,CONJ,CONJ
90221,never,ADV,ADV
90222,came,VERB,VERB
90223,back,ADV,ADV
90224,.,.,.
90225,``,.,.
90226,But,CONJ,CONJ
90227,she,PRON,PRON
90228,shouldn't,VERB,VERB
90229,have,VERB,VERB
90230,come,VERB,VERB
90231,here,ADV,ADV
90232,in,ADP,ADP
90233,the,DET,DET
90234,first,ADJ,ADJ
90235,place,NOUN,NOUN
90236,'',.,.
90237,",",.,.
90238,the,DET,DET
90239,women,NOUN,NOUN
90240,had,VERB,VERB
90241,said,VERB,VERB
90242,.,.,.
90243,``,.,.
90244,No,ADV,DET
90245,",",.,.
90246,no,ADV,DET
90247,.,.,.
90248,Not,ADV,ADV
90249,that,DET,ADP
90250,one,NOUN,NUM
90251,.,.,.
90252,She,PRON,PRON
90253,thought,VERB,VERB
90254,she,PRON,PRON
90255,was,VERB,VERB
90256,bigger,ADJ,ADJ
90257,than,ADP,ADP
90258,we,PRON,PRON
90259,are,VERB,VERB
90260,because,ADP,ADP
90261,she,PRON,PRON
90262,came,VERB,VERB
90263,from,ADP,ADP
90264,Torino,NOUN,NOUN
90265,'',.,.
90266,.,.,.
90267,``,.,.
90268,Eh,PRT,PRT
90269,",",.,.
90270,Torino,NOUN,NOUN
90271,!,.,.
90272,!,.,.
90273,She,PRON,PRON
90274,gave,VERB,VERB
90275,herself,PRON,PRON
90276,fancy,ADJ,ADJ
90277,airs,NOUN,NOUN
90278,!,.,.
90279,!,.,.
90280,Just,ADV,ADV
90281,because,ADP,ADP
90282,she,PRON,PRON
90283,had,VERB,VERB
90284,a,DET,DET
90285,part,NOUN,NOUN
90286,on,ADP,ADP
90287,the,DET,DET
90288,stage,NOUN,NOUN
90289,in,ADP,ADP
90290,the,DET,DET
90291,old,ADJ,ADJ
90292,country,NOUN,NOUN
90293,",",.,.
90294,she,PRON,PRON
90295,thought,VERB,VERB
90296,she,PRON,PRON
90297,could,VERB,VERB
90298,carry,VERB,VERB
90299,her,DET,DET
90300,head,NOUN,NOUN
90301,higher,ADV,ADJ
90302,than,ADP,ADP
90303,ours,PRON,PRON
90304,'',.,.
90305,.,.,.
90306,They,PRON,PRON
90307,had,VERB,VERB
90308,slapped,VERB,VERB
90309,their,DET,DET
90310,thighs,NOUN,NOUN
90311,.,.,.
90312,``,.,.
90313,It's,PRT,PRT
90314,not,ADV,ADV
90315,for,ADP,ADP
90316,making,VERB,VERB
90317,pretty,ADJ,ADJ
90318,speeches,NOUN,NOUN
90319,about,ADP,ADP
90320,Dante,NOUN,NOUN
90321,those,DET,DET
90322,actresses,NOUN,NOUN
90323,get,VERB,VERB
90324,paid,VERB,VERB
90325,so,ADV,ADV
90326,good,ADV,ADJ
90327,'',.,.
90328,.,.,.
90329,``,.,.
90330,Henh,PRT,NOUN
90331,'',.,.
90332,!,.,.
90333,!,.,.
90334,Calloused,VERB,ADJ
90335,fingers,NOUN,NOUN
90336,",",.,.
90337,caressed,VERB,VERB
90338,only,ADV,ADV
90339,by,ADP,ADP
90340,the,DET,DET
90341,smoothness,NOUN,NOUN
90342,of,ADP,ADP
90343,polished,VERB,VERB
90344,rosaries,NOUN,NOUN
90345,",",.,.
90346,had,VERB,VERB
90347,swayed,VERB,VERB
90348,excitedly,ADV,ADV
90349,beneath,ADP,ADP
90350,puckered,VERB,ADJ
90351,chins,NOUN,NOUN
90352,where,ADV,ADV
90353,tiny,ADJ,ADJ
90354,black,ADJ,ADJ
90355,hairs,NOUN,NOUN
90356,sprouted,VERB,VERB
90357,",",.,.
90358,never,ADV,ADV
90359,to,PRT,PRT
90360,be,VERB,VERB
90361,tweezed,VERB,NOUN
90362,away,ADV,ADV
90363,.,.,.
90364,Mauve-colored,ADJ,ADJ
90365,mouths,NOUN,NOUN
90366,that,PRON,PRON
90367,had,VERB,VERB
90368,never,ADV,ADV
90369,known,VERB,VERB
90370,anything,NOUN,NOUN
90371,sweeter,ADJ,NOUN
90372,than,ADP,ADP
90373,the,DET,DET
90374,taste,NOUN,NOUN
90375,of,ADP,ADP
90376,new,ADJ,ADJ
90377,wine,NOUN,NOUN
90378,and,CONJ,CONJ
90379,the,DET,DET
90380,passion,NOUN,NOUN
90381,of,ADP,ADP
90382,man's,NOUN,NOUN
90383,tongue,NOUN,NOUN
90384,had,VERB,VERB
90385,not,ADV,ADV
90386,smiled,VERB,VERB
90387,",",.,.
90388,but,CONJ,CONJ
90389,had,VERB,VERB
90390,condemned,VERB,VERB
90391,again,ADV,ADV
90392,and,CONJ,CONJ
90393,again,ADV,ADV
90394,.,.,.
90395,``,.,.
90396,Puttana,X,NOUN
90397,'',.,.
90398,!,.,.
90399,!,.,.
90400,But,CONJ,CONJ
90401,if,ADP,ADP
90402,the,DET,DET
90403,Old,ADJ,ADJ
90404,Man,NOUN,NOUN
90405,even,ADV,ADV
90406,thought,VERB,VERB
90407,about,ADP,ADP
90408,his,DET,DET
90409,wife,NOUN,NOUN
90410,now,ADV,ADV
90411,",",.,.
90412,nobody,NOUN,NOUN
90413,cared,VERB,VERB
90414,a,DET,DET
90415,fig,NOUN,NOUN
90416,.,.,.
90417,It,PRON,PRON
90418,was,VERB,VERB
90419,enough,ADJ,ADV
90420,for,ADP,ADP
90421,people,NOUN,NOUN
90422,to,PRT,PRT
90423,know,VERB,VERB
90424,that,ADP,ADP
90425,at,ADP,ADP
90426,one,NUM,NUM
90427,time,NOUN,NOUN
90428,he,PRON,PRON
90429,had,VERB,VERB
90430,looked,VERB,VERB
90431,down,ADP,ADP
90432,the,DET,DET
90433,street,NOUN,NOUN
90434,at,ADP,ADP
90435,the,DET,DET
90436,fleshy,ADJ,ADJ
90437,suppleness,NOUN,NOUN
90438,of,ADP,ADP
90439,a,DET,DET
90440,woman,NOUN,NOUN
90441,he,PRON,PRON
90442,had,VERB,VERB
90443,consumed,VERB,VERB
90444,--,.,.
90445,watching,VERB,VERB
90446,her,PRON,DET
90447,become,VERB,VERB
90448,thinner,ADJ,ADJ
90449,and,CONJ,CONJ
90450,thinner,ADJ,ADJ
90451,in,ADP,ADP
90452,the,DET,DET
90453,distance,NOUN,NOUN
90454,",",.,.
90455,as,ADV,ADV
90456,thin,ADJ,ADJ
90457,as,ADP,ADP
90458,the,DET,DET
90459,seams,NOUN,NOUN
90460,on,ADP,ADP
90461,her,DET,DET
90462,stockings,NOUN,NOUN
90463,",",.,.
90464,and,CONJ,CONJ
90465,still,ADV,ADV
90466,thinner,ADJ,ADJ
90467,.,.,.
90468,His,DET,DET
90469,voice,NOUN,NOUN
90470,had,VERB,VERB
90471,not,ADV,ADV
90472,commanded,VERB,VERB
90473,her,PRON,PRON
90474,to,PRT,PRT
90475,stop,VERB,VERB
90476,.,.,.
90477,It,PRON,PRON
90478,had,VERB,VERB
90479,not,ADV,ADV
90480,questioned,VERB,VERB
90481,why,ADV,ADV
90482,.,.,.
90483,The,DET,DET
90484,women,NOUN,NOUN
90485,said,VERB,VERB
90486,they,PRON,PRON
90487,had,VERB,VERB
90488,seen,VERB,VERB
90489,him,PRON,PRON
90490,wave,VERB,VERB
90491,an,DET,DET
90492,exhausted,VERB,VERB
90493,farewell,NOUN,NOUN
90494,;,.,.
90495,;,.,.
90496,but,CONJ,CONJ
90497,he,PRON,PRON
90498,might,VERB,VERB
90499,have,VERB,VERB
90500,been,VERB,VERB
90501,shooing,VERB,NOUN
90502,away,ADV,ADV
90503,the,DET,DET
90504,fleas,NOUN,NOUN
90505,that,PRON,PRON
90506,hopped,VERB,VERB
90507,from,ADP,ADP
90508,his,DET,DET
90509,yellow,ADJ,ADJ
90510,dog,NOUN,NOUN
90511,onto,ADP,ADP
90512,him,PRON,PRON
90513,.,.,.
90514,(,.,.
90515,He,PRON,PRON
90516,was,VERB,VERB
90517,never,ADV,ADV
90518,without,ADP,ADP
90519,that,DET,DET
90520,dog,NOUN,NOUN
90521,.,.,.
90522,),.,.
90523,And,CONJ,CONJ
90524,his,DET,DET
90525,eyes,NOUN,NOUN
90526,--,.,.
90527,those,DET,DET
90528,miniature,ADJ,ADJ
90529,sundials,NOUN,NOUN
90530,of,ADP,ADP
90531,variegated,VERB,NOUN
90532,yellow,ADJ,NOUN
90533,--,.,.
90534,had,VERB,VERB
90535,not,ADV,ADV
90536,altered,VERB,VERB
90537,their,DET,DET
90538,expression,NOUN,NOUN
90539,or,CONJ,CONJ
90540,direction,NOUN,NOUN
90541,.,.,.
90542,The,DET,DET
90543,Old,ADJ,ADJ
90544,Man's,NOUN,NOUN
90545,very,ADJ,ADJ
90546,soul,NOUN,NOUN
90547,could,VERB,VERB
90548,have,VERB,VERB
90549,left,VERB,VERB
90550,him,PRON,PRON
90551,and,CONJ,CONJ
90552,flown,VERB,VERB
90553,down,ADP,ADP
90554,that,DET,DET
90555,street,NOUN,NOUN
90556,",",.,.
90557,but,CONJ,CONJ
90558,he,PRON,PRON
90559,wouldn't,VERB,VERB
90560,have,VERB,VERB
90561,had,VERB,VERB
90562,anyone,NOUN,NOUN
90563,know,VERB,VERB
90564,it,PRON,PRON
90565,.,.,.
90566,Perhaps,ADV,ADV
90567,he,PRON,PRON
90568,had,VERB,VERB
90569,known,VERB,VERB
90570,then,ADV,ADV
90571,where,ADV,ADV
90572,that,DET,ADP
90573,hundred,NUM,NUM
90574,dollar,NOUN,NOUN
90575,bill,NOUN,NOUN
90576,had,VERB,VERB
90577,come,VERB,VERB
90578,from,ADP,ADP
90579,and,CONJ,CONJ
90580,where,ADV,ADV
90581,it,PRON,PRON
90582,was,VERB,VERB
90583,taking,VERB,VERB
90584,his,DET,DET
90585,wife,NOUN,NOUN
90586,.,.,.
90587,But,CONJ,CONJ
90588,when,ADV,ADV
90589,he,PRON,PRON
90590,called,VERB,VERB
90591,for,ADP,ADP
90592,his,DET,DET
90593,withered,VERB,NOUN
90594,",",.,.
90595,wrinkled,VERB,NOUN
90596,sister,NOUN,NOUN
90597,Rose,NOUN,NOUN
90598,to,PRT,PRT
90599,care,VERB,VERB
90600,for,ADP,ADP
90601,him,PRON,PRON
90602,and,CONJ,CONJ
90603,the,DET,DET
90604,children,NOUN,NOUN
90605,",",.,.
90606,had,VERB,VERB
90607,he,PRON,PRON
90608,guessed,VERB,VERB
90609,that,ADP,ADP
90610,all,PRT,PRT
90611,he,PRON,PRON
90612,would,VERB,VERB
90613,remember,VERB,VERB
90614,of,ADP,ADP
90615,his,DET,DET
90616,woman,NOUN,NOUN
90617,was,VERB,VERB
90618,the,DET,DET
90619,memory,NOUN,NOUN
90620,of,ADP,ADP
90621,her,PRON,DET
90622,climbing,VERB,VERB
90623,into,ADP,ADP
90624,that,DET,DET
90625,streetcar,NOUN,NOUN
90626,?,.,.
90627,?,.,.
90628,There,PRT,PRT
90629,seemed,VERB,VERB
90630,to,PRT,PRT
90631,be,VERB,VERB
90632,a,DET,DET
90633,contemptuous,ADJ,ADJ
90634,purpose,NOUN,NOUN
90635,in,ADP,ADP
90636,the,DET,DET
90637,way,NOUN,NOUN
